,from,to,x,Pmax,Suscep
71,41,42,0.013999999999999999,500.0,71.42857142857143
72,41,46,0.105,500.0,9.523809523809524
73,42,45,0.026000000000000002,500.0,38.46153846153846
74,42,45,0.026000000000000002,500.0,38.46153846153846
75,43,44,0.04,500.0,25.0
76,43,44,0.04,500.0,25.0
77,44,47,0.022000000000000002,500.0,45.45454545454545
78,44,47,0.022000000000000002,500.0,45.45454545454545
79,45,46,0.068,500.0,14.705882352941176
80,49,50,0.013999999999999999,175.0,71.42857142857143
81,49,51,0.21100000000000002,175.0,4.7393364928909945
82,49,53,0.085,175.0,11.76470588235294
83,50,52,0.127,175.0,7.874015748031496
84,50,54,0.192,175.0,5.208333333333333
85,51,57,0.11900000000000001,175.0,8.403361344537814
86,51,72,0.084,400.0,11.904761904761903
87,52,57,0.10400000000000001,175.0,9.615384615384615
88,53,58,0.08800000000000001,175.0,11.363636363636363
89,54,58,0.061,175.0,16.39344262295082
90,55,56,0.061,175.0,16.39344262295082
91,56,57,0.165,175.0,6.0606060606060606
92,56,58,0.165,175.0,6.0606060606060606
93,57,59,0.084,400.0,11.904761904761903
94,57,60,0.084,400.0,11.904761904761903
95,58,59,0.084,400.0,11.904761904761903
96,58,60,0.084,400.0,11.904761904761903
97,59,61,0.048,500.0,20.833333333333332
98,59,62,0.042,500.0,23.809523809523807
99,60,61,0.048,500.0,20.833333333333332
100,60,71,0.09699999999999999,500.0,10.309278350515465
101,61,71,0.087,500.0,11.49425287356322
102,62,64,0.059000000000000004,500.0,16.94915254237288
103,63,64,0.017,500.0,58.8235294117647
104,63,69,0.049,500.0,20.408163265306122
105,63,69,0.049,500.0,20.408163265306122
106,63,72,0.052000000000000005,500.0,19.23076923076923
107,64,65,0.026000000000000002,500.0,38.46153846153846
108,64,67,0.023,500.0,43.47826086956522
109,65,66,0.013999999999999999,500.0,71.42857142857143
110,65,70,0.105,500.0,9.523809523809524
111,66,69,0.026000000000000002,500.0,38.46153846153846
112,66,69,0.026000000000000002,500.0,38.46153846153846
113,67,68,0.04,500.0,25.0
114,67,68,0.04,500.0,25.0
115,68,71,0.022000000000000002,500.0,45.45454545454545
116,68,71,0.022000000000000002,500.0,45.45454545454545
117,69,70,0.068,500.0,14.705882352941176
118,73,21,0.09699999999999999,500.0,10.309278350515465
119,66,47,0.10400000000000001,500.0,9.615384615384615
120,71,73,0.009000000000000001,722.0,111.1111111111111
