,from,to,x,Pmax,Suscep
64,20,23,0.034,857.0,29.41176470588235
65,21,22,0.111,240.0,9.00900900900901
66,22,24,0.039,677.0,25.641025641025642
67,23,231,0.068,430.0,14.705882352941176
68,24,25,0.071,369.0,14.084507042253522
69,25,26,0.12,229.0,8.333333333333334
70,25,232,0.13,215.0,7.692307692307692
71,27,28,0.063,466.0,15.873015873015873
72,27,32,0.012,2393.0,83.33333333333333
73,27,34,0.028999999999999998,991.0,34.48275862068966
74,27,35,0.043,674.0,23.255813953488374
75,28,36,0.008,3639.0,125.0
76,29,60,0.06,480.0,16.666666666666668
77,29,63,0.013999999999999999,1926.0,71.42857142857143
78,29,64,0.028999999999999998,957.0,34.48275862068966
79,30,73,0.027000000000000003,1075.0,37.03703703703703
80,31,32,0.047,616.0,21.27659574468085
81,31,34,0.064,434.0,15.625
82,31,35,0.036000000000000004,786.0,27.777777777777775
83,31,43,0.081,355.0,12.345679012345679
84,31,74,0.254,108.0,3.937007874015748
85,31,75,0.127,217.0,7.874015748031496
86,32,35,0.037000000000000005,775.0,27.027027027027025
87,32,37,0.087,317.0,11.49425287356322
88,33,36,0.0064,4564.0,156.25
89,34,42,0.154,188.0,6.4935064935064934
90,35,36,0.028999999999999998,1012.0,34.48275862068966
91,35,43,0.191,146.0,5.2356020942408374
92,35,44,0.08900000000000001,312.0,11.235955056179774
93,36,40,0.013999999999999999,2075.0,71.42857142857143
94,37,38,0.07200000000000001,384.0,13.888888888888888
95,37,42,0.262,106.0,3.8167938931297707
96,37,46,0.039,714.0,25.641025641025642
97,38,41,0.084,333.0,11.904761904761903
98,38,47,0.084,332.0,11.904761904761903
99,39,52,0.040999999999999995,706.0,24.39024390243903
100,39,62,0.054000000000000006,536.0,18.518518518518515
101,40,68,0.042,694.0,23.809523809523807
102,41,61,0.145,191.0,6.8965517241379315
103,41,92,0.11800000000000001,234.0,8.47457627118644
104,42,87,0.062,439.0,16.129032258064516
105,43,44,0.094,297.0,10.638297872340425
106,44,45,0.109,255.0,9.174311926605505
107,45,48,0.08,348.0,12.5
108,46,47,0.073,381.0,13.698630136986303
109,47,48,0.10300000000000001,270.0,9.70873786407767
110,48,49,0.16899999999999998,162.0,5.91715976331361
111,49,50,0.08,318.0,12.5
112,49,55,0.537,53.0,1.8621973929236497
113,50,51,0.026000000000000002,1067.0,38.46153846153846
114,51,53,0.013000000000000001,2231.0,76.92307692307692
115,52,54,0.065,447.0,15.384615384615383
116,54,56,0.105,277.0,9.523809523809524
117,54,123,0.006999999999999999,4149.0,142.85714285714286
118,55,236,0.172,169.0,5.813953488372094
119,57,190,0.23199999999999998,124.0,4.310344827586207
120,57,66,0.157,178.0,6.369426751592357
121,58,59,0.1,280.0,10.0
122,58,237,0.1234,235.0,8.103727714748784
123,59,60,0.131,216.0,7.633587786259541
124,59,61,0.099,281.0,10.1010101010101
125,60,64,0.087,331.0,11.49425287356322
126,60,238,0.193,151.0,5.181347150259067
127,61,63,0.057,483.0,17.543859649122805
128,61,66,0.052000000000000005,534.0,19.23076923076923
129,62,73,0.027000000000000003,1075.0,37.03703703703703
130,62,240,0.2013,145.0,4.967709885742672
131,63,64,0.043,640.0,23.255813953488374
132,64,65,0.006,4823.0,166.66666666666666
133,64,67,0.07,411.0,14.285714285714285
134,64,239,0.2676,104.0,3.7369207772795217
135,64,241,0.2127,130.0,4.701457451810061
136,65,66,0.022000000000000002,1287.0,45.45454545454545
137,65,69,0.036000000000000004,815.0,27.777777777777775
138,66,190,0.375,76.0,2.6666666666666665
139,67,190,0.107,269.0,9.345794392523365
140,68,173,0.033,884.0,30.3030303030303
141,68,174,0.033,884.0,30.3030303030303
142,70,71,0.064,455.0,15.625
143,71,72,0.09300000000000001,313.0,10.75268817204301
144,71,234,0.048,607.0,20.833333333333332
145,74,76,0.11900000000000001,230.0,8.403361344537814
146,75,77,0.174,166.0,5.74712643678161
147,76,78,0.253,108.0,3.952569169960474
148,76,79,0.077,367.0,12.987012987012987
149,77,84,0.14400000000000002,202.0,6.944444444444444
150,77,86,0.092,314.0,10.869565217391305
151,78,79,0.42700000000000005,58.0,2.34192037470726
152,79,82,0.053,512.0,18.867924528301888
153,79,83,0.092,295.0,10.869565217391305
154,79,84,0.122,224.0,8.19672131147541
155,80,82,0.064,430.0,15.625
156,80,83,0.121,234.0,8.264462809917356
157,81,87,0.135,203.0,7.4074074074074066
158,81,88,0.004,6559.0,250.0
159,81,89,0.354,83.0,2.824858757062147
160,81,90,0.174,163.0,5.74712643678161
161,82,83,0.038,712.0,26.315789473684212
162,83,85,0.064,381.0,15.625
163,84,86,0.062,453.0,16.129032258064516
164,85,88,0.13,195.0,7.692307692307692
165,85,233,0.124,223.0,8.064516129032258
166,86,87,0.08800000000000001,331.0,11.363636363636363
167,86,90,0.4,69.0,2.5
168,88,235,0.20800000000000002,133.0,4.8076923076923075
169,89,90,0.184,149.0,5.434782608695652
170,89,92,0.27399999999999997,101.0,3.649635036496351
171,89,93,0.39299999999999996,72.0,2.544529262086514
172,90,91,0.40399999999999997,69.0,2.4752475247524752
173,91,93,0.042,648.0,23.809523809523807
174,94,101,0.0199,1451.0,50.25125628140703
175,95,99,0.1049,280.0,9.532888465204957
176,96,97,0.0018,9900.0,555.5555555555555
177,97,98,0.0271,1083.0,36.90036900369004
178,97,245,0.6163,48.0,1.6225864027259453
179,245,99,0.3697,80.0,2.704895861509332
180,97,100,0.2915,101.0,3.430531732418525
181,98,99,0.0339,866.0,29.498525073746315
182,98,100,0.0582,504.0,17.18213058419244
183,101,102,0.2344,119.0,4.266211604095563
184,101,104,0.3669,78.0,2.725538293813028
185,102,103,0.1076,259.0,9.293680297397769
186,102,104,0.1414,197.0,7.072135785007072
187,104,105,0.0197,1489.0,50.76142131979696
188,105,106,0.0405,717.0,24.691358024691358
189,105,108,0.1106,264.0,9.041591320072332
190,105,111,0.1688,173.0,5.924170616113744
191,105,136,0.05,584.0,20.0
192,105,137,0.0538,540.0,18.587360594795538
193,105,148,0.1157,251.0,8.64304235090752
194,106,107,0.0577,506.0,17.33102253032929
195,106,113,0.0336,864.0,29.761904761904763
196,106,147,0.0577,506.0,17.33102253032929
197,107,109,0.0773,378.0,12.9366106080207
198,107,112,0.0193,1507.0,51.81347150259067
199,108,109,0.0752,389.0,13.297872340425531
200,108,112,0.0186,1568.0,53.763440860215056
201,109,111,0.0164,1781.0,60.975609756097555
202,109,130,0.0165,1769.0,60.6060606060606
203,109,146,0.0793,369.0,12.610340479192939
204,109,147,0.0784,373.0,12.755102040816327
205,112,116,0.0117,2481.0,85.47008547008546
206,112,147,0.0193,1507.0,51.81347150259067
207,112,148,0.0186,1568.0,53.763440860215056
208,112,150,0.0101,2904.0,99.00990099009901
209,113,114,0.0293,991.0,34.129692832764505
210,113,163,0.0381,766.0,26.246719160104984
211,114,115,0.0623,466.0,16.051364365971107
212,115,116,0.08900000000000001,327.0,11.235955056179774
213,115,131,0.039,745.0,25.641025641025642
214,116,119,0.0114,2551.0,87.71929824561403
215,116,160,0.0034,8536.0,294.11764705882354
216,116,165,0.0151,1941.0,66.2251655629139
217,116,167,0.0034,8536.0,294.11764705882354
218,118,151,0.2248,127.0,4.448398576512456
219,119,120,0.0836,348.0,11.961722488038278
220,119,121,0.1132,257.0,8.8339222614841
221,119,124,0.3369,87.0,2.9682398337785694
222,119,125,0.3031,96.0,3.2992411745298584
223,119,126,0.3492,84.0,2.86368843069874
224,119,161,0.0089,3262.0,112.35955056179776
225,120,125,0.2267,129.0,4.411116012351124
226,121,122,0.057,512.0,17.543859649122805
227,122,124,0.0773,378.0,12.9366106080207
228,122,128,0.0909,320.0,11.001100110011002
229,124,125,0.0588,494.0,17.006802721088437
230,124,128,0.1511,193.0,6.618133686300463
231,125,126,0.0504,576.0,19.841269841269842
232,127,157,0.1526,182.0,6.55307994757536
233,127,158,0.3919,71.0,2.5516713447307984
234,131,132,0.0957,304.0,10.449320794148381
235,132,140,0.0288,1001.0,34.72222222222222
236,133,135,0.3161,82.0,3.1635558367605188
237,133,162,0.3054,93.0,3.2743942370661427
238,134,140,0.0568,507.0,17.6056338028169
239,136,138,0.0098,2984.0,102.04081632653062
240,137,138,0.0285,1024.0,35.08771929824561
241,137,139,0.0448,648.0,22.321428571428573
242,141,143,0.0326,898.0,30.674846625766875
243,141,144,0.0245,1195.0,40.816326530612244
244,142,143,0.0514,569.0,19.455252918287936
245,144,145,0.0123,2385.0,81.30081300813008
246,146,148,0.0178,1640.0,56.17977528089888
247,151,152,0.4843,60.0,2.0648358455502787
248,151,153,0.221,129.0,4.524886877828054
249,152,153,0.3331,86.0,3.0021014710297207
250,152,154,0.3071,93.0,3.2562683165092805
251,152,155,0.5017,56.0,1.9932230416583614
252,154,155,0.3626,79.0,2.757859900717044
253,154,158,0.3092,93.0,3.234152652005175
254,155,156,0.0829,339.0,12.062726176115802
255,156,157,0.0847,335.0,11.80637544273908
256,157,158,0.1855,153.0,5.390835579514825
257,157,159,0.028999999999999998,990.0,34.48275862068966
258,160,117,0.0202,1452.0,49.504950495049506
259,160,166,0.0083,3530.0,120.48192771084337
260,163,164,0.0245,1192.0,40.816326530612244
261,165,167,0.0086,3400.0,116.27906976744185
262,166,167,0.0086,3400.0,116.27906976744185
263,167,117,0.0202,1452.0,49.504950495049506
264,168,187,0.095,292.0,10.526315789473685
265,168,188,0.069,354.0,14.492753623188404
266,169,210,0.0022,9900.0,454.5454545454545
267,169,219,0.0275,1067.0,36.36363636363637
268,170,171,0.048,610.0,20.833333333333332
269,171,204,0.009000000000000001,3182.0,111.1111111111111
270,172,184,0.063,379.0,15.873015873015873
271,172,187,0.127,217.0,7.874015748031496
272,173,198,0.0286,1020.0,34.96503496503497
273,173,242,0.0355,825.0,28.169014084507044
274,174,198,0.0286,1020.0,34.96503496503497
275,175,176,0.04,693.0,25.0
276,175,189,0.081,340.0,12.345679012345679
277,176,177,0.06,483.0,16.666666666666668
278,176,190,0.04,687.0,25.0
279,177,181,0.688,39.0,1.4534883720930234
280,177,182,0.046,626.0,21.73913043478261
281,177,189,0.073,388.0,13.698630136986303
282,177,190,0.109,257.0,9.174311926605505
283,178,179,0.135,190.0,7.4074074074074066
284,178,189,0.102,268.0,9.803921568627452
285,179,189,0.128,194.0,7.8125
286,180,183,0.183,133.0,5.46448087431694
287,182,190,0.059000000000000004,491.0,16.94915254237288
288,183,184,0.068,358.0,14.705882352941176
289,184,185,0.446,55.0,2.242152466367713
290,185,186,0.09300000000000001,249.0,10.75268817204301
291,185,187,0.42100000000000004,61.0,2.375296912114014
292,191,194,0.0778,372.0,12.853470437017997
293,192,193,0.038,771.0,26.315789473684212
294,193,194,0.0185,1579.0,54.054054054054056
295,193,221,0.0108,2691.0,92.59259259259258
296,194,195,0.0249,1160.0,40.16064257028113
297,195,196,0.0497,589.0,20.120724346076457
298,196,197,0.0456,644.0,21.929824561403507
299,196,198,0.0177,1657.0,56.497175141242934
300,196,199,0.0395,741.0,25.31645569620253
301,198,216,0.0018,9900.0,555.5555555555555
302,199,197,0.0484,605.0,20.66115702479339
303,199,200,0.0295,994.0,33.898305084745765
304,199,217,0.0046,6023.0,217.3913043478261
305,200,202,0.0013,9900.0,769.2307692307693
306,201,216,0.0514,571.0,19.455252918287936
307,203,204,0.064,453.0,15.625
308,203,205,0.0081,3526.0,123.4567901234568
309,204,170,0.061,481.0,16.39344262295082
310,205,210,0.0212,1384.0,47.16981132075472
311,206,210,0.0472,622.0,21.186440677966104
312,207,208,0.0087,3294.0,114.9425287356322
313,207,210,0.0917,320.0,10.905125408942203
314,207,213,0.0288,1018.0,34.72222222222222
315,208,169,0.0626,469.0,15.974440894568689
316,210,211,0.0069,4250.0,144.92753623188406
317,210,216,0.0006,9900.0,1666.6666666666667
318,211,212,0.0485,605.0,20.618556701030926
319,213,214,0.0259,1133.0,38.61003861003861
320,213,216,0.0272,1079.0,36.76470588235294
321,214,217,0.0006,9900.0,1666.6666666666667
322,220,216,0.0154,1904.0,64.93506493506493
323,219,230,0.0043,6805.0,232.5581395348837
324,221,224,0.0851,344.0,11.750881316098708
325,221,226,0.0723,401.0,13.831258644536652
326,222,223,0.0355,778.0,28.169014084507044
327,222,224,0.1804,161.0,5.5432372505543235
328,223,225,0.0551,502.0,18.148820326678766
329,224,225,0.0732,392.0,13.66120218579235
330,224,226,0.2119,137.0,4.719207173194903
331,225,226,0.1285,224.0,7.782101167315175
332,226,227,0.1215,228.0,8.23045267489712
333,227,228,0.1004,276.0,9.9601593625498
334,228,229,0.1857,150.0,5.385029617662897
335,3,1,0.052000000000000005,565.0,19.23076923076923
336,3,2,0.052000000000000005,565.0,19.23076923076923
337,3,4,0.005,5867.0,200.0
338,7,5,0.039,753.0,25.641025641025642
339,7,6,0.039,753.0,25.641025641025642
340,10,11,0.08900000000000001,330.0,11.235955056179774
341,12,10,0.053,554.0,18.867924528301888
342,15,17,0.0311,801.0,32.154340836012864
343,16,15,0.038,772.0,26.315789473684212
344,20,19,0.013999999999999999,2096.0,71.42857142857143
345,23,22,0.064,459.0,15.625
346,30,29,0.047,625.0,21.27659574468085
347,39,38,0.02,1467.0,50.0
348,39,40,0.021,1397.0,47.61904761904761
349,54,53,0.059000000000000004,498.0,16.94915254237288
350,55,56,0.038,772.0,26.315789473684212
351,61,62,0.0244,1203.0,40.983606557377044
352,68,73,0.02,1467.0,50.0
353,70,81,0.048,612.0,20.833333333333332
354,71,83,0.048,612.0,20.833333333333332
355,72,78,0.046,638.0,21.73913043478261
356,93,186,0.149,197.0,6.7114093959731544
357,95,103,0.0174,1616.0,57.4712643678161
358,100,94,0.027999999999999997,1048.0,35.714285714285715
359,101,136,0.0195,1504.0,51.282051282051285
360,109,110,0.018000000000000002,1630.0,55.55555555555555
361,109,129,0.013999999999999999,2096.0,71.42857142857143
362,111,149,0.0402,730.0,24.875621890547265
363,120,153,0.0603,487.0,16.58374792703151
364,121,154,0.0498,589.0,20.080321285140563
365,122,123,0.0833,353.0,12.004801920768308
366,122,127,0.0371,791.0,26.954177897574123
367,124,159,0.0182,1612.0,54.94505494505494
368,130,149,0.0392,749.0,25.510204081632654
369,132,162,0.0639,459.0,15.64945226917058
370,134,135,0.0256,1146.0,39.0625
371,138,96,0.016,1834.0,62.5
372,139,103,0.0396,741.0,25.25252525252525
373,142,116,0.0384,764.0,26.041666666666668
374,143,134,0.0231,1269.0,43.29004329004329
375,161,118,0.0131,2239.0,76.33587786259541
376,168,189,0.252,117.0,3.9682539682539684
377,172,175,0.237,124.0,4.219409282700422
378,174,191,0.0366,802.0,27.3224043715847
379,179,227,0.22,134.0,4.545454545454546
380,180,57,0.098,300.0,10.204081632653061
381,181,190,0.128,230.0,7.8125
382,183,246,0.204,144.0,4.901960784313726
383,188,177,0.21100000000000002,138.0,4.7393364928909945
384,190,191,0.0122,2335.0,81.96721311475409
385,197,198,0.0354,829.0,28.248587570621467
386,202,203,0.0195,1502.0,51.282051282051285
387,208,209,0.0332,884.0,30.12048192771084
388,213,215,0.016,1833.0,62.5
389,217,218,0.016,1833.0,62.5
390,175,246,0.02,1467.0,50.0
391,98,243,0.023,1275.0,43.47826086956522
392,99,244,0.023,1276.0,43.47826086956522
393,248,2,0.0146,2005.0,68.4931506849315
394,249,3,0.01054,2783.0,94.87666034155598
395,260,53,0.0238,1233.0,42.016806722689076
396,261,54,0.032139999999999995,913.0,31.11387678904792
397,265,145,0.0154,1905.0,64.93506493506493
398,254,23,0.0289,1015.0,34.602076124567475
399,247,1,0.019530000000000002,1502.0,51.203277009728616
400,263,109,0.0193,1520.0,51.81347150259067
401,250,11,0.01923,1526.0,52.002080083203325
402,253,22,0.023,1276.0,43.47826086956522
403,257,43,0.0124,2366.0,80.64516129032258
404,264,118,0.0167,1757.0,59.880239520958085
405,251,12,0.0312,941.0,32.05128205128205
406,252,17,0.01654,1774.0,60.45949214026602
407,255,33,0.03159,929.0,31.655587211142766
408,259,49,0.053470000000000004,549.0,18.702075930428276
409,256,38,0.18181,162.0,5.500247511138001
410,258,48,0.19607,150.0,5.100219309430305
411,262,59,0.06896000000000001,426.0,14.501160092807423
